ukb_code	uniprot_id	protein_name	gene_symbol	chr_hg19	start_bp_hg19	end_bp_hg19	olink_panel
1730	P08473	Neprilysin	MME	3	154741913	154901497	Oncology
1731	P03956	Interstitial collagenase	MMP1	11	102660651	102668891	Inflammation
1732	P09238	Stromelysin-2	MMP10	11	102641234	102651359	Inflammation
1733	P39900	Macrophage metalloelastase	MMP12	11	102733467	102745712	Oncology
1734	P45452	Collagenase 3	MMP13	11	102813724	102826463	Neurology
1735	P51511	Matrix metalloproteinase-15	MMP15	16	58059470	58080805	Cardiometabolic II
1736	P08254	Stromelysin-1	MMP3	11	102706532	102714534	Neurology
1737	P09237	Matrilysin	MMP7	11	102391239	102401484	Cardiometabolic
1738	P22894	Neutrophil collagenase	MMP8	11	102582526	102597781	Neurology
1739	P14780	Matrix metalloproteinase-9	MMP9	20	44637547	44645200	Neurology
1740	P22033	Methylmalonyl-CoA mutase, mitochondrial	MMUT	6	49398073	49430904	Cardiometabolic II
1741	Q10571	Transcriptional activator MN1	MN1	22	28144265	28197486	Neurology II
1742	P51948	CDK-activating kinase assembly factor MAT1	MNAT1	14	61201460	61436671	Oncology II
1743	P41218	Myeloid cell nuclear differentiation antigen	MNDA	1	158801107	158819296	Cardiometabolic
1744	O96007	Molybdopterin synthase catalytic subunit	MOCS2	5	52391509	52405893	Inflammation II
1745	Q16653	Myelin-oligodendrocyte glycoprotein	MOG	6	29624758	29640149	Oncology
1746	Q14149	MORC family CW-type zinc finger protein 3	MORC3	21	37692487	37758446	Neurology II
1747	Q9UBU8	Mortality factor 4-like protein 1	MORF4L1	15	79102829	79190475	Oncology II
1748	Q15014	Mortality factor 4-like protein 2	MORF4L2	X	102930424	102943086	Oncology II
1749	Q8NDC4	MORN repeat-containing protein 4	MORN4	10	99374310	99393344	Oncology II
1750	Q99549	M-phase phosphoprotein 8	MPHOSPH8	13	20207788	20247599	Cardiometabolic
1751	P34949	Mannose-6-phosphate isomerase	MPI	15	75182346	75191798	Oncology
1752	O95866	Megakaryocyte and platelet inhibitory receptor G6b	MPIG6B	6	31686371	31694491	Inflammation
1753	P05164	Myeloperoxidase	MPO	17	56347217	56358296	Neurology
1754	Q6WCQ1	Myosin phosphatase Rho-interacting protein	MPRIP	17	16945859	17120993	Oncology II
1755	P22897	Macrophage mannose receptor 1	MRC1	10	18098352	18200091	Inflammation II
1756	Q9BV20	Methylthioribose-1-phosphate isomerase	MRI1	19	13875346	13885096	Neurology II
1757	Q96A35	39S ribosomal protein L24, mitochondrial	MRPL24	1	156707095	156711382	Cardiometabolic II
1758	Q13084	39S ribosomal protein L28, mitochondrial	MRPL28	16	417384	420527	Neurology II
1759	Q9H2W6	39S ribosomal protein L46, mitochondrial	MRPL46	15	89002707	89010650	Neurology
1760	Q86TS9	39S ribosomal protein L52, mitochondrial	MRPL52	14	23299088	23304246	Oncology II
1761	Q14197	Peptidyl-tRNA hydrolase ICT1, mitochondrial	MRPL58	17	73008765	73017356	Neurology II
1762	Q9Y3D3	28S ribosomal protein S16, mitochondrial	MRPS16	10	75006510	75012451	Inflammation II
1763	Q13421	Mesothelin	MSLN	16	810762	818865	Oncology
1764	Q96KJ4	Mesothelin-like protein	MSLNL	16	819428	833370	Neurology II
1765	P08118	Beta-microseminoprotein	MSMB	10	51549498	51562517	Cardiometabolic
1766	P21757	Macrophage scavenger receptor types I and II	MSR1	8	15965387	16424999	Neurology
1767	Q9UJ68	Mitochondrial peptide methionine sulfoxide reductase	MSRA	8	9911778	10286401	Oncology
1768	P26927	Hepatocyte growth factor-like protein	MST1	3	49721380	49726934	Inflammation II
1769	O14793	Growth/differentiation factor 8	MSTN	2	190920423	190927455	Cardiometabolic
1770	Q86UE4	Protein LYRIC	MTDH	8	98656407	98740998	Inflammation II
1771	P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	MTHFD2	2	74425689	74444692	Neurology II
1772	Q2M296	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD	16	86563782	86588841	Oncology II
1773	Q9H2K0	Translation initiation factor IF-3, mitochondrial	MTIF3	13	28009776	28024739	Oncology II
1774	P58546	Myotrophin	MTPN	7	135611509	135662101	Cardiometabolic
1775	Q99707	Methionine synthase	MTR	1	236958610	237067281	Cardiometabolic II
1776	O43312	Protein MTSS 1	MTSS1	8	125563031	125740730	Oncology II
1777	Q765P7	Protein MTSS 2	MTSS2	16	70695107	70719969	Oncology II
1778	Q9ULD2	Microtubule-associated tumor suppressor 1	MTUS1	8	17501304	17658426	Oncology II
1779	Q9H3R2	Mucin-13	MUC13	3	124624289	124672663	Neurology
1780	Q8WXI7	Mucin-16	MUC16	19	8959520	9092018	Oncology
1781	Q02817	Mucin-2	MUC2	11	1074875	1104419	Cardiometabolic II
1782	Q3MIW9	Mucin-like protein 3	MUCL3	6	30908749	30921998	Oncology II
1783	Q03426	Mevalonate kinase	MVK	12	110011060	110035067	Inflammation
1784	Q9BRK3	Matrix remodeling-associated protein 8	MXRA8	1	1288069	1297157	Inflammation II
1785	Q00872	Myosin-binding protein C, slow-type	MYBPC1	12	101962131	102079796	Cardiometabolic II
1786	Q14324	Myosin-binding protein C, fast-type	MYBPC2	19	50936160	50969578	Cardiometabolic II
1787	O75592	E3 ubiquitin-protein ligase MYCBP2	MYCBP2	13	77618792	77901185	Neurology II
1788	Q969H8	Myeloid-derived growth factor	MYDGF	19	4641386	4670382	Cardiometabolic II
1789	Q9Y623	Myosin-4	MYH4	17	10346607	10372876	Cardiometabolic II
1790	A7E2Y1	Myosin-7B	MYH7B	20	33563206	33590240	Oncology II
1791	P35579	Myosin-9	MYH9	22	36677327	36784063	Cardiometabolic II
1792	P05976	Myosin light chain 1/3, skeletal muscle isoform	MYL1	2	211154874	211179914	Cardiometabolic II
1793	P08590	Myosin light chain 3	MYL3	3	46899362	46923659	Cardiometabolic II
1794	P12829	Myosin light chain 4	MYL4	17	45277812	45301045	Cardiometabolic II
1795	P14649	Myosin light chain 6B	MYL6B	12	56546040	56553431	Neurology II
1796	Q96A32	Myosin regulatory light chain 2, skeletal muscle isoform	MYLPF	16	30382255	30389312	Neurology II
1797	Q9UM54	Unconventional myosin-VI	MYO6	6	76458909	76629254	Neurology II
1798	Q13459	Unconventional myosin-IXb	MYO9B	19	17186591	17325346	Inflammation
1799	Q99972	Myocilin	MYOC	1	171604557	171621823	Neurology
1800	P52179	Myomesin-1	MYOM1	18	3066805	3220106	Neurology II
1801	P54296	Myomesin-2	MYOM2	8	1993155	2113475	Cardiometabolic II
1802	Q5VTT5	Myomesin-3	MYOM3	1	24382525	24438665	Inflammation II
1803	Q8WU39	Marginal zone B- and B1-cell-specific protein	MZB1	5	138723169	138725770	Inflammation
1804	Q08AG7	Mitotic-spindle organizing protein 1	MZT1	13	73282495	73301825	Oncology
1805	P41227	N-alpha-acetyltransferase 10	NAA10	X	153194695	153200676	Cardiometabolic II
1806	Q93015	N-alpha-acetyltransferase 80	NAA80	3	50333833	50336852	Neurology II
1807	Q02083	N-acylethanolamine-hydrolyzing acid amidase	NAAA	4	76831809	76862204	Neurology
1808	Q96RE7	Nucleus accumbens-associated protein 1	NACC1	19	13228917	13251955	Oncology II
1809	O95544	NAD kinase	NADK	1	1682671	1711896	Cardiometabolic
1810	P17050	Alpha-N-acetylgalactosaminidase	NAGA	22	42454358	42466846	Inflammation II
1811	Q9UJ70	N-acetyl-D-glucosamine kinase	NAGK	2	71291474	71306935	Cardiometabolic II
1812	Q9UK23	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	16	5074845	5084142	Inflammation II
1813	P43490	Nicotinamide phosphoribosyltransferase	NAMPT	7	105888731	105926772	Oncology
1814	Q99733	Nucleosome assembly protein 1-like 4	NAP1L4	11	2965667	3013607	Oncology II
1815	Q6XQN6	Nicotinate phosphoribosyltransferase	NAPRT	8	144656955	144660819	Neurology II
1816	O43776	Asparagine--tRNA ligase, cytoplasmic	NARS1	18	55267888	55289445	Neurology II
1817	P41271	Neuroblastoma suppressor of tumorigenicity 1	NBL1	1	19967048	19984945	Oncology
1818	O60934	Nibrin	NBN	8	90945564	91015456	Inflammation
1819	P13591	Neural cell adhesion molecule 1	NCAM1	11	112831997	113149158	Cardiometabolic
1820	O15394	Neural cell adhesion molecule 2	NCAM2	21	22370633	22915650	Neurology
1821	O14594	Neurocan core protein	NCAN	19	19322782	19363042	Neurology
1822	P19878	Neutrophil cytosol factor 2	NCF2	1	183524698	183560011	Inflammation
1823	O43639	Cytoplasmic protein NCK2	NCK2	2	106361354	106510730	Inflammation
1824	Q969V3	Nicalin	NCLN	19	3185561	3209573	Inflammation
1825	O76036	Natural cytotoxicity triggering receptor 1	NCR1	19	55417508	55427508	Inflammation
1826	Q68D85	Natural cytotoxicity triggering receptor 3 ligand 1	NCR3LG1	11	17373273	17398888	Oncology II
1827	P62166	Neuronal calcium sensor 1	NCS1	9	132934857	132999583	Oncology
1828	Q92597	Protein NDRG1	NDRG1	8	134249414	134314265	Neurology
1829	P52848	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	NDST1	5	149865381	149937773	Oncology II
1830	Q16718	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUFA5	7	123177051	123198309	Inflammation II
1831	P17568	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	NDUFB7	19	14676890	14682874	Oncology II
1832	O75380	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	NDUFS6	5	1801514	1816719	Oncology
1833	P20929	Nebulin	NEB	2	152341850	152591001	Cardiometabolic II
1834	Q9NVZ3	Adaptin ear-binding coat-associated protein 2	NECAP2	1	16767167	16786573	Cardiometabolic II
1835	Q15223	Nectin-1	NECTIN1	11	119494120	119599794	Inflammation II
1836	Q92692	Nectin-2	NECTIN2	19	45349432	45392485	Cardiometabolic
1837	Q96NY8	Nectin-4	NECTIN4	1	161040785	161059389	Oncology
1838	Q96PU5	E3 ubiquitin-protein ligase NEDD4-like	NEDD4L	18	55711599	56068772	Inflammation II
1839	Q14511	Enhancer of filamentation 1	NEDD9	6	11183531	11382581	Inflammation II
1840	P07196	Neurofilament light polypeptide	NEFL	8	24808468	24814126	Neurology
1841	Q8TDX7	Serine/threonine-protein kinase Nek7	NEK7	1	198126093	198291550	Oncology II
1842	Q92832	Protein kinase C-binding protein NELL1	NELL1	11	20691117	21597227	Oncology
1843	Q99435	Protein kinase C-binding protein NELL2	NELL2	12	44902058	45315631	Inflammation
1844	Q9UMX5	Neudesin	NENF	1	212606229	212619714	Oncology II
1845	Q92859	Neogenin	NEO1	15	73344051	73597547	Neurology II
1846	Q0ZGT2	Nexilin	NEXN	1	78354198	78409580	Inflammation II
1847	O94856	Neurofascin	NFASC	1	204797779	204991950	Inflammation
1848	O94916	Nuclear factor of activated T-cells 5	NFAT5	16	69598997	69738569	Inflammation II
1849	O95644	Nuclear factor of activated T-cells, cytoplasmic 1	NFATC1	18	77155856	77289325	Inflammation
1850	Q12968	Nuclear factor of activated T-cells, cytoplasmic 3	NFATC3	16	68118654	68263162	Inflammation
1851	Q16621	Transcription factor NF-E2 45 kDa subunit	NFE2	12	54685895	54694905	Cardiometabolic II
1852	P08651	Nuclear factor 1 C-type	NFIC	19	3359561	3469215	Neurology II
1853	P19838	Nuclear factor NF-kappa-B p105 subunit	NFKB1	4	103422486	103538459	Cardiometabolic II
1854	Q00653	Nuclear factor NF-kappa-B p100 subunit	NFKB2	10	104153867	104162281	Oncology II
1855	O00221	NF-kappa-B inhibitor epsilon	NFKBIE	6	44225903	44233500	Oncology
1856	Q9UMS0	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	NFU1	2	69622882	69664760	Oncology II
1857	Q12986	Transcriptional repressor NF-X1	NFX1	9	33290509	33371155	Cardiometabolic II
1858	P23511	Nuclear transcription factor Y subunit alpha	NFYA	6	41040684	41067715	Cardiometabolic II
1859	P01138	Beta-nerve growth factor	NGF	1	115828539	115880857	Neurology
1860	P08138	Tumor necrosis factor receptor superfamily member 16	NGFR	17	47572655	47592379	Cardiometabolic II
1861	Q9NPE2	Neugrin	NGRN	15	90808891	90816463	Neurology II
1862	Q5JS37	NHL repeat-containing protein 3	NHLRC3	13	39612443	39624246	Inflammation II
1863	P14543	Nidogen-1	NID1	1	236139130	236228462	Cardiometabolic
1864	Q14112	Nidogen-2	NID2	14	52471521	52535712	Neurology
1865	Q92982	Ninjurin-1	NINJ1	9	95883771	95896570	Oncology
1866	Q86X76	Deaminated glutathione amidase	NIT1	1	161087876	161095235	Cardiometabolic II
1867	Q9NQR4	Omega-amidase NIT2	NIT2	3	100053545	100075710	Cardiometabolic II
1868	Q8N2Q7	Neuroligin-1	NLGN1	3	173114074	174004434	Neurology II
1869	Q8NFZ4	Neuroligin-2	NLGN2	17	7308193	7323179	Neurology II
1870	P15531	Nucleoside diphosphate kinase A	NME1	17	49230897	49239789	Inflammation II
1871	Q13232	Nucleoside diphosphate kinase 3	NME3	16	1820287	1821731	Inflammation
1872	Q13287	N-myc-interactor	NMI	2	152126979	152146571	Oncology II
1873	Q9HAN9	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	NMNAT1	1	10003486	10045559	Neurology
1874	Q9NPI5	Nicotinamide riboside kinase 2	NMRK2	19	3933101	3942414	Oncology II
1875	P30419	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	17	43128978	43186384	Neurology II
1876	Q15155	Nodal modulator 1	NOMO1	16	14927538	14990017	Neurology
1877	O00567	Nucleolar protein 56	NOP56	20	2632791	2639039	Cardiometabolic II
1878	P29475	Nitric oxide synthase, brain	NOS1	12	117645947	117889975	Neurology
1879	P35228	Nitric oxide synthase, inducible	NOS2	17	26083792	26127525	Cardiometabolic II
1880	P29474	Nitric oxide synthase, endothelial	NOS3	7	150688083	150711676	Neurology
1881	P46531	Neurogenic locus notch homolog protein 1	NOTCH1	9	139388896	139440314	Cardiometabolic
1882	Q04721	Neurogenic locus notch homolog protein 2	NOTCH2	1	120454176	120612240	Cardiometabolic II
1883	Q9UM47	Neurogenic locus notch homolog protein 3	NOTCH3	19	15270444	15311792	Cardiometabolic
1884	P61916	NPC intracellular cholesterol transporter 2	NPC2	14	74942895	74960880	Cardiometabolic II
1885	Q9NQX5	Neural proliferation differentiation and control protein 1	NPDC1	9	139933922	139940655	Cardiometabolic
1886	O60500	Nephrin	NPHS1	19	36316866	36360189	Inflammation II
1887	Q9NP85	Podocin	NPHS2	1	179519674	179545087	Inflammation II
1888	Q9BXD5	N-acetylneuraminate lyase	NPL	1	182758428	182799519	Cardiometabolic II
1889	P06748	Nucleophosmin	NPM1	5	170814120	170838141	Neurology
1890	P16860	Natriuretic peptides B	NPPB	1	11917521	11918988	Cardiometabolic
1891	P23582	C-type natriuretic peptide	NPPC	2	232786530	232791113	Inflammation
1892	P16066	Atrial natriuretic peptide receptor 1	NPR1	1	153651113	153666468	Cardiometabolic II
1893	Q9Y639	Neuroplastin	NPTN	15	73852355	73926475	Oncology
1894	Q15818	Neuronal pentraxin-1	NPTX1	17	78440948	78451643	Neurology
1895	P47972	Neuronal pentraxin-2	NPTX2	7	98246609	98259180	Cardiometabolic II
1896	O95502	Neuronal pentraxin receptor	NPTXR	22	39214457	39239987	Cardiometabolic
1897	P01303	Pro-neuropeptide Y	NPY	7	24323782	24331484	Oncology
1898	Q92823	Neuronal cell adhesion molecule	NRCAM	7	107788068	108097161	Cardiometabolic
1899	Q92686	Neurogranin	NRGN	11	124609742	124617106	Inflammation II
1900	Q9NPD7	Neuritin	NRN1	6	5998232	6007200	Neurology II
1901	O14786	Neuropilin-1	NRP1	10	33466420	33625190	Cardiometabolic
1902	O60462	Neuropilin-2	NRP2	2	206546714	206662857	Neurology
1903	Q99748	Neurturin	NRTN	19	5823813	5828335	Inflammation
1904	Q9Y4C0	Neurexin-3	NRXN3	14	78708734	80330762	Neurology II
1905	Q9UNZ2	NSFL1 cofactor p47	NSFL1C	20	1422807	1454487	Neurology
1906	Q8TCD5	5'(3')-deoxyribonucleotidase, cytosolic type	NT5C	17	73126320	73127890	Cardiometabolic II
1907	Q9BXI3	Cytosolic 5'-nucleotidase 1A	NT5C1A	1	40124793	40137710	Neurology II
1908	Q9H0P0	Cytosolic 5'-nucleotidase 3A	NT5C3A	7	33053742	33102409	Inflammation
1909	P21589	5'-nucleotidase	NT5E	6	86159809	86205500	Oncology
1910	P20783	Neurotrophin-3	NTF3	12	5541278	5630702	Inflammation
1911	P34130	Neurotrophin-4	NTF4	19	49559050	49568333	Oncology
1912	P16860	N-terminal prohormone of brain natriuretic peptide	NTproBNP	1	11917521	11918988	Cardiometabolic
1913	Q16620	BDNF/NT-3 growth factors receptor	NTRK2	9	87283466	87638505	Cardiometabolic
1914	Q16288	NT-3 growth factor receptor	NTRK3	15	88418230	88799999	Neurology
1915	Q9Y5A7	NEDD8 ultimate buster 1	NUB1	7	151038785	151075535	Inflammation
1916	P53384	Cytosolic Fe-S cluster assembly factor NUBP1	NUBP1	16	10837643	10863208	Oncology II
1917	P80303	Nucleobindin-2	NUCB2	11	17229700	17371521	Oncology
1918	Q9Y266	Nuclear migration protein nudC	NUDC	1	27226729	27273353	Inflammation
1919	Q8NFP7	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	NUDT10	X	51075083	51080377	Cardiometabolic II
1920	Q9NV35	Nucleotide triphosphate diphosphatase NUDT15	NUDT15	13	48611703	48621358	Cardiometabolic II
1921	Q96DE0	U8 snoRNA-decapping enzyme	NUDT16	3	131100515	131107674	Oncology II
1922	P50583	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	NUDT2	9	34329504	34343709	Oncology
1923	Q9UKK9	ADP-sugar pyrophosphatase	NUDT5	10	12207324	12238143	Neurology
1924	P49757	Protein numb homolog	NUMB	14	73741815	73930348	Inflammation II
1925	Q9UKX7	Nuclear pore complex protein Nup50	NUP50	22	45559722	45583896	Cardiometabolic II
1926	Q6UWF7	NXPE family member 4	NXPE4	11	114441313	114466484	Cardiometabolic II
1927	P58417	Neurexophilin-1	NXPH1	7	8473585	8792593	Neurology
1928	O95157	Neurexophilin-3	NXPH3	17	47653220	47661189	Inflammation II
1929	Q9NPH6	Odorant-binding protein 2b	OBP2B	9	136080664	136084630	Neurology
1930	Q16625	Occludin	OCLN	5	68788119	68853931	Neurology II
1931	A1E959	Odontogenic ameloblast-associated protein	ODAM	4	71062213	71070293	Neurology
1932	O75665	Oral-facial-digital syndrome 1 protein	OFD1	X	13752832	13787480	Oncology II
1933	O60502	Protein O-GlcNAcase	OGA	10	103544200	103578696	Oncology II
1934	Q9NZT2	Opioid growth factor receptor	OGFR	20	61436187	61445352	Oncology
1935	P20774	Mimecan	OGN	9	95146249	95166978	Neurology
1936	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	X	70752933	70795747	Oncology II
1937	Q6UX06	Olfactomedin-4	OLFM4	13	53602894	53626192	Inflammation II
1938	P78380	Oxidized low-density lipoprotein receptor 1	OLR1	12	10310902	10324737	Cardiometabolic
1939	Q99983	Osteomodulin	OMD	9	95176527	95186743	Inflammation
1940	P23515	Oligodendrocyte-myelin glycoprotein	OMG	17	29599031	29624557	Oncology
1941	P47874	Olfactory marker protein	OMP	11	76813886	76814377	Neurology II
1942	O60890	Oligophrenin-1	OPHN1	X	67262186	67653755	Neurology II
1943	O14841	5-oxoprolinase	OPLAH	8	145106167	145118735	Cardiometabolic II
1944	Q9UBM4	Opticin	OPTC	1	203463271	203477992	Oncology
1945	P02763	Alpha-1-acid glycoprotein 1	ORM1	9	117085336	117088755	Inflammation II
1946	Q9H1P3	Oxysterol-binding protein-related protein 2	OSBPL2	20	60813580	60871268	Neurology II
1947	Q8IYS5	Osteoclast-associated immunoglobulin-like receptor	OSCAR	19	54597933	54606000	Inflammation
1948	P13725	Oncostatin-M	OSM	22	30658818	30662829	Inflammation
1949	Q99650	Oncostatin-M-specific receptor subunit beta	OSMR	5	38845960	38945698	Cardiometabolic
1950	P61366	Osteocrin	OSTN	3	190917030	190983404	Neurology II
1951	Q7RTW8	Otoancorin	OTOA	16	21689835	21772050	Neurology II
1952	Q8N6M0	Deubiquitinase OTUD6B	OTUD6B	8	92082424	92099323	Oncology II
1953	Q6GQQ9	OTU domain-containing protein 7B	OTUD7B	1	149909705	149982625	Neurology II
1954	P55809	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	OXCT1	5	41730167	41870621	Cardiometabolic II
1955	P01178	Oxytocin-neurophysin 1	OXT	20	3052266	3053163	Neurology
1956	P07237	Protein disulfide-isomerase	P4HB	17	79801035	79818570	Oncology
1957	Q86VP3	Phosphofurin acidic cluster sorting protein 2	PACS2	14	105766900	105864484	Cardiometabolic II
1958	Q9Y2J8	Protein-arginine deiminase type-2	PADI2	1	17393256	17445948	Inflammation
1959	Q9UM07	Protein-arginine deiminase type-4	PADI4	1	17634690	17690499	Neurology
1960	P09466	Glycodelin	PAEP	9	138453602	138458801	Neurology
1961	Q15102	Platelet-activating factor acetylhydrolase IB subunit alpha1	PAFAH1B3	19	42801185	42807698	Neurology II
1962	Q99487	Platelet-activating factor acetylhydrolase 2, cytoplasmic	PAFAH2	1	26286258	26324648	Oncology II
1963	Q9NWQ8	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	PAG1	8	81880045	82024303	Cardiometabolic
1964	Q9BTK6	PAXIP1-associated glutamate-rich protein 1	PAGR1	16	29827285	29841948	Cardiometabolic II
1965	Q9ULR5	Polyadenylate-binding protein-interacting protein 2B	PAIP2B	2	71409869	71454213	Oncology II
1966	O96013	Serine/threonine-protein kinase PAK 4	PAK4	19	39616410	39673456	Neurology
1967	Q8WX93	Palladin	PALLD	4	169418217	169849608	Inflammation II
